run_id,qid,sentence_index,citation_index,docid,support_label,support_verdict,status,statement,citation_excerpt,error,task_id
facet_rag.top5floor_5topic,6847465956a0f6376a605404,1,0,shard_02764_17151,FS,Full Support,completed,"Every official map undergoes rigorous testing and balancing processes that check fairness, sight‑lines and tactical depth before it is released.","A Look at the Finer Details of CS:GO Map Design Introduction Counter-Strike: Global Offensive (CS:GO) is renowned for its strategic gameplay and intense battles. Behind every thrilling round lies a carefully crafted map that sets the stage for epic encounters. Map design plays a pivotal role in CS:GO, creating the foundation for tactics, engagements, and overall player experience. In this blog post, we will explore the finer details of CS:GO map design and delve into the key elements that make…",,facet_rag.top5floor_5topic:6847465956a0f6376a605404:s1:c0
facet_rag.top5floor_5topic,6847465956a0f6376a605404,7,0,shard_02244_13393,PS,Partial Support,completed,"The 2018 shift to free‑to‑play removed the barrier to entry, prompting a substantial increase in the player base and a more diverse matchmaking ecosystem.","Is Counter-Strike Free On PC? Counter-Strike, the seminal first-person shooter franchise developed by Valve Corporation, has undergone a significant evolution in its pricing model over the years. In this article, we explore the current status of Counter-Strike on PC and uncover the exciting news that awaits gaming enthusiasts. Counter-Strike was originally released as a premium game, requiring players to purchase the title to gain access to its highly competitive multiplayer modes. This approac…",,facet_rag.top5floor_5topic:6847465956a0f6376a605404:s7:c0
facet_rag.top5floor_5topic,6847465956a0f6376a605404,5,0,shard_03299_42452,PS,Partial Support,completed,Sidearms such as the Desert Eagle and CZ75‑Auto provide cost‑effective options that influence round‑by‑round decisions.,"Introduction Counter-Strike: Global Offensive (CS:GO) is a game that has evolved significantly since its release, and at the core of this evolution lies the concept of the ""meta."" The meta refers to the prevailing strategies, weapon choices, and map preferences that dominate competitive play at a given time. In this blog post, we will delve into the CS:GO meta and how it has evolved over the years, focusing on the delicate balance between weapons and maps that shape the game's competitive lands…",,facet_rag.top5floor_5topic:6847465956a0f6376a605404:s5:c0
facet_rag.top5floor_5topic,6847465956a0f6376a605404,4,0,shard_03299_42452,FS,Full Support,completed,"Weapon balance is maintained as a core pillar, with the AK‑47, M4A4/M4A1‑S and other rifles continuously tweaked to keep the meta healthy.","Introduction Counter-Strike: Global Offensive (CS:GO) is a game that has evolved significantly since its release, and at the core of this evolution lies the concept of the ""meta."" The meta refers to the prevailing strategies, weapon choices, and map preferences that dominate competitive play at a given time. In this blog post, we will delve into the CS:GO meta and how it has evolved over the years, focusing on the delicate balance between weapons and maps that shape the game's competitive lands…",,facet_rag.top5floor_5topic:6847465956a0f6376a605404:s4:c0
facet_rag.top5floor_5topic,6847465956a0f6376a605404,3,0,shard_04949_42557,FS,Full Support,completed,"Dust 2’s B‑site offers fewer angles for defenders, while Mirage’s A‑site gives attackers multiple entry points, forcing teams to adapt their strategies.","CS:GO: Understanding the Basics of Bomb Defusal Introduction: Counter-Strike: Global Offensive (CS:GO) is a first-person shooter game that has been around for almost a decade. It has become one of the most popular esports games in the world, and it requires players to have a deep understanding of the game's mechanics, including bomb defusal. In this essay, we will explore two critical aspects of bomb defusal in CS:GO – Bomb Plant and Site Selection and Defusal Kit and Teamwork Strategy. These t…",,facet_rag.top5floor_5topic:6847465956a0f6376a605404:s3:c0
facet_rag.top5floor_5topic,6847465956a0f6376a605404,9,0,shard_04816_17692,FS,Full Support,completed,"These cosmetics are purely visual, avoiding pay‑to‑win criticism.","Battle Passes: In many games, there are seasonal or thematic ""battle passes"" or ""operations"" which players can purchase. Completing various challenges or playing during the season can yield additional skins and rewards. Overall, skins provide a source of ongoing revenue for Valve. They allow the company to monetize CS:GO beyond initial game sales, sustaining the game's continued development and updates. Importantly, since skins are purely cosmetic and don't offer gameplay advantages, this form…",,facet_rag.top5floor_5topic:6847465956a0f6376a605404:s9:c0
facet_rag.top5floor_5topic,6847465956a0f6376a605404,0,0,shard_04173_21228,FS,Full Support,completed,"CS:GO’s maps are built around good pacing and flow and a balance where individual and team skill decide the outcome, not layout quirks.","The following is portion of a massive guide on designing levels for CS:GO, written by Exodus. They represent the current edition of the guide, as of October 30th, 2019. The full contents of the guide are shown in the index directly below. This article consists of portions that should be applicable to many different games and editors. Please follow the link at the end of this article to read through the original guide. Index 1. Prologue 2. Layout 2.1 Meeting points/Battlefronts 2.2 Chokepoints 2…",,facet_rag.top5floor_5topic:6847465956a0f6376a605404:s0:c0
facet_rag.top5floor_5topic,6847465956a0f6376a605404,11,0,shard_05975_9996,FS,Full Support,completed,"The scarcity of certain loot boxes, exemplified by the Cobblestone case whose rare AWP Dragon Lore skin can fetch €1 000, creates a speculative market that regularly generates record revenue on Steam.","Steam: The most useless thing you can buy in Counter-Strike is worth a lot of money because Valve changed one small thing 5 years ago, Valve removed the Cobblestone map from rotation in CS:GO. But that is exactly what is causing great speculation today about a certain item that everyone wants to have. You have to pay 1,000 euros for this today. The Cobblestone map was one of the most disliked maps in CS:GO due to its gameplay. Because she didn't play very fast and the fights quickly got boring.…",,facet_rag.top5floor_5topic:6847465956a0f6376a605404:s11:c0
facet_rag.top5floor_5topic,6847465956a0f6376a605404,8,0,shard_03757_43235,NS,No Support,completed,Revenue now comes almost entirely from the sale of in‑game items such as skins and cases.,"10 of the Highest Earning Video Games on PC In the ever-evolving world of video games, there have been a few games that have not only captured the hearts of players but have also been able to generate tons of revenue. This list of the highest earning video games have set benchmarks in terms of sales, player engagement, and in-game purchases. Here, we explore ten of the highest earning video games on PC, delving into the details of their financial success and the factors that contributed to thei…",,facet_rag.top5floor_5topic:6847465956a0f6376a605404:s8:c0
facet_rag.top5floor_5topic,6847465956a0f6376a605404,12,0,shard_03757_43235,FS,Full Support,completed,"Micro‑transactions have driven more than $1 billion in earnings, confirming the model’s effectiveness.","10 of the Highest Earning Video Games on PC In the ever-evolving world of video games, there have been a few games that have not only captured the hearts of players but have also been able to generate tons of revenue. This list of the highest earning video games have set benchmarks in terms of sales, player engagement, and in-game purchases. Here, we explore ten of the highest earning video games on PC, delving into the details of their financial success and the factors that contributed to thei…",,facet_rag.top5floor_5topic:6847465956a0f6376a605404:s12:c0
facet_rag.top5floor_5topic,6847465956a0f6376a605404,13,0,shard_03151_20693,PS,Partial Support,completed,Valve’s anti‑cheat system VAC detects and prevents cheating by scanning players’ computers and issuing permanent bans.,"Hidden World of Arena Breakout Infinite Cheats Arena Breakout has emerged as a popular online multiplayer shooter game that has captivated the attention of gamers worldwide. Its immersive gameplay, intricate mechanics, and competitive environment make it a thrilling experience. However, with the rise in its popularity, a parallel world of cheats and exploits has developed, threatening the integrity of the gaming experience. This article delves into the various prevalent Arena Breakout Infinite…",,facet_rag.top5floor_5topic:6847465956a0f6376a605404:s13:c0
